item_seq,item_name,ingr_code,ingr_name_ko,ingr_name_en,atc_code,synonyms,성상,의약품제형,색상앞,표시앞,표시뒤,severity_class,label_section,dili_status
202009161,토르티정5밀리그램(타다라필),M254919,타다라필,Tadalafil,G04BE08,[],노란색의모서리가둥근삼각형모양의필름코팅정제,삼각형,주황,T13,-,3.0,Adverse reactions,vLess-DILI-concern
202009162,토르티정20밀리그램(타다라필),M254919,타다라필,Tadalafil,G04BE08,[],분할선을가진노란색의모서리가둥근삼각형모양의필름코팅정제,삼각형,주황,T15,분할선,3.0,Adverse reactions,vLess-DILI-concern
202009163,팜편안디정,M252787,트리메부틴말레산염,Magnesium Aluminometasilicate/Sodium Bicarbonate/Diastase·Protease·Cellulase/Scopolia Extract/Lipase/Glycyrrhiza Powder/Precipitated Calcium Carbonate/Trimebutine Maleate,A02AX,"[""침강탄산칼슘"", ""리파제"", ""탄산수소나트륨"", ""디아스타제·프로테아제·셀룰라제"", ""메타규산알루민산마그네슘"", ""스코폴리아엑스"", ""감초가루""]",녹색의원형필름코팅정제,원형,연두,HD,-,0.0,No match,vNo-DILI-concern
202009181,다나페시아정1밀리그램(피나스테리드),M089174,피나스테리드,Finasteride,D11AX10,[],황갈색의양면이볼록한팔각형모양의필름코팅정,팔각형,분홍,I∩I,F1,0.0,No match,vLess-DILI-concern
202009182,이지페인클린연질캡슐(클로닉신리시네이트),M104025,클로닉신리시네이트,Clonixin Lysinate,M01AX,[],미황색또는황색의내용물을함유한노란색의투명한타원형연질캡슐,타원형,노랑|투명,CLMX16,-,,No Match,vNo-Data
202009184,엘라인정(엘카르니틴),M269824,엘카르니틴,L-Carnitine,A16AA01,[],흰색의원형필름코팅정,원형,하양,마크,-,,No Match,vNo-Data
202009185,토르에스정50밀리그램(실데나필시트르산염),M252789,실데나필시트르산염,Sildenafil Citrate,G04BE03,[],분할선을가진연두색의모서리가둥근삼각형필름코팅정,삼각형,연두,S09,분할선,3.0,Adverse reactions,vLess-DILI-concern
202009186,토르에스정100밀리그램(실데나필시트르산염),M252789,실데나필시트르산염,Sildenafil Citrate,G04BE03,[],분할선을가진연두색의모서리가둥근삼각형필름코팅정,삼각형,연두,S10,분할선,3.0,Adverse reactions,vLess-DILI-concern
202009212,기넥신에프정240밀리그램(은행엽건조엑스),M088948,은행엽건조엑스,Ginkgo Biloba Leaf Dried Extract,N06DX02,[],녹색의장방형필름코팅정제,장방형,연두,G분할선24,-,,No Match,vNo-Data
202009229,미르젠탁오디정30밀리그램(미르타자핀),M088893,미르타자핀,Mirtazapine,N06AX11,[],흰색의원형구강붕해정,원형,하양,Z1,-,3.0,Warnings & precautions,vLess-DILI-concern
202009234,어택트라흡입용캡슐150/80마이크로그램,M070188,모메타손푸로에이트,Indacaterol Acetate/Mometasone Furoate,R03AK14,"[""인다카테롤아세트산염""]",흰색내지거의흰색의가루가든상부|하부무색투명한흡입용캡슐(흡입기인브리즈헬러첨부),장방형,투명,====마크====IM150-80─────,-,,No Match,vNo-Data
202009235,어택트라흡입용캡슐150/160마이크로그램,M070188,모메타손푸로에이트,Indacaterol Acetate/Mometasone Furoate,R03AK14,"[""인다카테롤아세트산염""]",흰색내지거의흰색의가루가든상부|하부무색투명한흡입용캡슐(흡입기인브리즈헬러첨부),장방형,투명,마크IM150-160,-,,No Match,vNo-Data
202009236,어택트라흡입용캡슐150/320마이크로그램,M070188,모메타손푸로에이트,Indacaterol Acetate/Mometasone Furoate,R03AK14,"[""인다카테롤아세트산염""]",흰색내지거의흰색의가루가든상부|하부무색투명한흡입용캡슐(흡입기인브리즈헬러첨부),장방형,투명,====마크====IM150-320========,-,,No Match,vNo-Data
202009237,에너제어흡입용캡슐150/50/80마이크로그램,M070188,모메타손푸로에이트,Indacaterol Acetate/Glycopyrronium Bromide/Mometasone Furoate,R03AL12,"[""글리코피로니움브롬화물"", ""인다카테롤아세트산염""]",흰색내지거의흰색의가루가든상부녹색투명|하부무색투명한흡입용캡슐(흡입기인브리즈헬러첨부),장방형,초록|투명,마크IGM150-50-80,-,,No Match,vNo-Data
202009238,에너제어흡입용캡슐150/50/160마이크로그램,M070188,모메타손푸로에이트,Indacaterol Acetate/Glycopyrronium Bromide/Mometasone Furoate,R03AL12,"[""글리코피로니움브롬화물"", ""인다카테롤아세트산염""]",흰색내지거의흰색의가루가든상부녹색투명|하부무색투명한흡입용캡슐(흡입기인브리즈헬러첨부),장방형,초록|투명,──마크──IGM150-50-160========,-,,No Match,vNo-Data
202009258,글루원정,M051564,탄산칼슘,Glutamine/Calcium Carbonate,A02AC10,"[""글루타민""]",흰색원형의필름코팅정,원형,하양,T2,-,,No Match,vNo-Data
202009262,플루옥캡슐10밀리그램(플루옥세틴염산염),M222903,플루옥세틴염산염,Fluoxetine Hydrochloride,N06AB03,[],흰색또는회백색의분말을충진한상하부녹색의캡슐,장방형,연두,nTF10,-,3.0,Adverse reactions,vLess-DILI-concern
202009263,피나시드정1밀리그램(피나스테리드),M089174,피나스테리드,Finasteride,D11AX10,[],황갈색의양면이볼록한팔각형모양의필름코팅정,팔각형,분홍,마크,21,0.0,No match,vLess-DILI-concern
202009329,아리졸정5밀리그램(아리피프라졸(미분화)),M270799,아리피프라졸(미분화),Aripiprazole Micronized,N05AX12,[],파란색의장방형정제,타원형,파랑,KK,Λ5,,No Match,vNo-Data
202009330,아리졸정15밀리그램(아리피프라졸(미분화)) ,M270799,아리피프라졸(미분화),Aripiprazole Micronized,N05AX12,[],노란색의원형정제,원형,노랑,KK15,-,,No Match,vNo-Data
202009331,아리졸정10밀리그램(아리피프라졸(미분화)) ,M270799,아리피프라졸(미분화),Aripiprazole Micronized,N05AX12,[],분홍색의장방형정제,타원형,분홍,KK10,-,,No Match,vNo-Data
202009334,얼리다정(아팔루타마이드),M280179,아팔루타마이드,Apalutamide,L02BB05,[],연두색~회녹색의장방형필름코팅정제,타원형,주황,AR60,-,0.0,No match,vNo-DILI-concern
202009335,와킥스필름코팅정20밀리그램(피톨리산트염산염),M280197,피톨리산트염산염,Pitolisant Hydrochloride,,[],흰색의양면이볼록한원형필름코팅정,원형,하양,20,-,0.0,No match,vNo-DILI-concern
202009336,와킥스필름코팅정5밀리그램(피톨리산트염산염),M280197,피톨리산트염산염,Pitolisant Hydrochloride,,[],흰색의양면이볼록한원형필름코팅정,원형,하양,5,-,0.0,No match,vNo-DILI-concern
202009337,디카테오엘씨정,M256378,농축콜레칼시페롤 과립,Calcium Citrate Hydrate/Cholecalciferol Concentrate Granules,A12AX,"[""시트르산칼슘수화물""]",흰색의장방형정제,장방형,하양,마크분할선CT,LC,,No Match,vNo-Data
202009393,신신클리어뷰연질캡슐,M040262,산화마그네슘,Selenium In Dried Yeast/Retinol Palmitate/Ascorbic Acid/Tocopherol Acetate/Thiamine Nitrate/Riboflavin Butyrate/Calcium Pantothenate/Pyridoxine Hydrochloride/Nicotinamide/Folic Acid/Biotin/Anhydrous Dibasic Calcium Phosphate/Cupric Sulfate Hydrate/Ferrous Fumarate/Manganese Sulfate Hydrate/Zinc Oxide/Magnesium Oxide,A11JC,"[""티아민질산염"", ""폴산"", ""토코페롤아세테이트"", ""아스코르브산"", ""무수인산수소칼슘"", ""황산망간수화물"", ""리보플라빈부티레이트"", ""황산제이구리"", ""비오틴"", ""산화아연"", ""셀레늄함유건조효모"", ""피리독신염산염"", ""니코틴산아미드"", ""푸마르산철"", ""판토텐산칼슘"", ""레티놀팔미테이트""]",갈색내용물을함유한암갈색장방형연질캡슐,타원형,검정,SSNCV,-,0.0,No match,vNo-DILI-concern
202009418,자이토정20밀리그램(리바록사반),M264293,리바록사반(미분화),Rivaroxaban Micronized,B01AF01,[],갈색을띤빨간색의원형필름코팅정제,원형,갈색,KPP,20,,No Match,vNo-Data
202009419,벨리노더블정(방풍통성산건조엑스(4.6→1)),M217127,방풍통성산건조엑스(4.6→1),Bangpungtongsungsan Dried Extract (4.6→1),A08AX,[],주황색의원형필름코팅정,원형,분홍,IWP,-,,No Match,vNo-Data
202009424,트리엘정100밀리그램(트리메부틴말레산염),M252787,트리메부틴말레산염,Trimebutine Maleate,A03AA05,[],흰색의원형정제,원형,하양,KB,TM분할선100,,No Match,vNo-Data
202009427,테넬틴정20밀리그램(테네리글립틴염산염수화물),M279438,테네리글립틴염산염수화물,Teneligliptin Hydrochloride Hydrate,A10BH08,[],분홍색원형의필름코팅정,원형,분홍,마크T,20,,No Match,vNo-Data
202009428,엘카딘정(L-카르니틴),M214167,L-카르니틴,L-Carnitine,A16AA01,[],흰색의원형필름코팅정,원형,하양,CVL,-,,No Match,vNo-Data
202009436,프로레보정(레보드로프로피진),M253916,레보드로프로피진,Levodropropizine,,[],흰색의원형정제,원형,하양,S3Y,분할선,,No Match,vNo-Data
202009438,미르젠탁오디정7.5밀리그램(미르타자핀),M088893,미르타자핀,Mirtazapine,N06AX11,[],흰색의원형구강붕해정,원형,하양,Z3,-,3.0,Warnings & precautions,vLess-DILI-concern
202100007,자누스정100밀리그램(시타글립틴인산염수화물),M251915,시타글립틴인산염수화물,Sitagliptin Phosphate Hydrate,A10BH01,[],베이지색원형의양면이볼록한필름코팅정,원형,분홍,W,S3,,No Match,vNo-Data
202100011,리제스타정,M233228,콜레칼시페롤농축물(분말형),Risedronate Sodium 2.5 Hydrate/Cholecalciferol Concentrate Powder,M05BB07,"[""리세드론산나트륨2.5수화물""]",엷은주황색의타원형필름코팅정,타원형,주황,YU,R분할선C,,No Match,vNo-Data
202100014,무코넬정(레바미피드),M083925,레바미피드,Rebamipide,A02BX14,[],흰색의원형필름코팅정,원형,하양,NSRB,-,,No Match,vNo-Data
202100045,동광피타바스타틴정4밀리그램(피타바스타틴칼슘),M102119,피타바스타틴칼슘,Pitavastatin Calcium,C10AA08,[],분할선이있는담황색의원형필름코팅정,원형,노랑,PT4,분할선,3.0,Warnings & precautions,Ambiguous-DILI-concern
202100065,에스피씨에스정(방풍통성산건조엑스(4.6→1)),M113037,방풍통성산 건조엑스(4.6→1),Bangpungtongsungsan Dried Extract (4.6→1),A08AX,[],노란색의원형필름코팅정,원형,연두,SPP,BP,,No Match,vNo-Data
202100076,시글립틴정50밀리그램(시타글립틴염산염수화물),M266925,시타글립틴염산염수화물,Sitagliptin Hydrochloride Hydrate,A10BH01,[],연한노란분홍색의원형의양면이볼록한필름코팅정,원형,분홍,SG5,-,,No Match,vNo-Data
202100078,시글립틴정100밀리그램(시타글립틴염산염수화물),M266925,시타글립틴염산염수화물,Sitagliptin Hydrochloride Hydrate,A10BH01,[],연한주황색의원형의양면이볼록한필름코팅정,원형,분홍,SG1,-,,No Match,vNo-Data
202100082,"트로앤텍트로키(오렌지), 트로앤텍트로키(페퍼민트)",M273071,세틸피리디늄염화물,Benzydamine Hydrochloride/Cetylpyridinium Chloride,R02AX03,"[""벤지다민염산염""]",(오렌지향)오렌지향이나는연한주황색의원형트로키제(페퍼민트향)페퍼민트향이나는연한파란색의원형트로키제,원형,파랑,PMT마크,-,,No Match,vNo-Data
202100085,시타유니정25밀리그램(시타글립틴염산염수화물),M266925,시타글립틴염산염수화물,Sitagliptin Hydrochloride Hydrate,A10BH01,[],분홍색의원형의양면이볼록한필름코팅정,원형,분홍,UN,-,,No Match,vNo-Data
202100086,시타유니정50밀리그램(시타글립틴염산염수화물),M266925,시타글립틴염산염수화물,Sitagliptin Hydrochloride Hydrate,A10BH01,[],연한노란분홍색의원형의양면이볼록한필름코팅정,원형,분홍,UN5,-,,No Match,vNo-Data
202100087,시타유니정100밀리그램(시타글립틴염산염수화물),M266925,시타글립틴염산염수화물,Sitagliptin Hydrochloride Hydrate,A10BH01,[],연한주황색의원형의양면이볼록한필름코팅정,원형,분홍,UK1,-,,No Match,vNo-Data
202100091,시누비정100밀리그램(시타글립틴염산염수화물),M266925,시타글립틴염산염수화물,Sitagliptin Hydrochloride Hydrate,A10BH01,[],연한주황색의원형의양면이볼록한필름코팅정,원형,주황,SJ10,-,,No Match,vNo-Data
202100100,올바스타정20/5밀리그램,M095744,로수바스타틴칼슘,Olmesartan Medoxomil/Rosuvastatin Calcium,C10BX,"[""올메사르탄메독소밀""]",흰색또는미황색의원형필름코팅정제,원형,하양,마크20/5,-,4.0,Adverse reactions,vLess-DILI-concern
202100101,올바스타정20/10밀리그램,M095744,로수바스타틴칼슘,Olmesartan Medoxomil/Rosuvastatin Calcium,C10BX,"[""올메사르탄메독소밀""]",흰색또는미황색의원형필름코팅정제,원형,하양,마크20/10,-,4.0,Adverse reactions,vLess-DILI-concern
202100172,비아틴정50밀리그램(시타글립틴염산염수화물),M266925,시타글립틴염산염수화물,Sitagliptin Hydrochloride Hydrate,A10BH01,[],주황색의양면이볼록한원형의필름코팅정,원형,분홍,S50,UT,,No Match,vNo-Data
202100174,아토티브정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,AT11,-,5.0,Warnings & precautions,vMost-DILI-concern
202100175,아토티브정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,AT12,-,5.0,Warnings & precautions,vMost-DILI-concern
202100176,아토티브정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,AT14,-,5.0,Warnings & precautions,vMost-DILI-concern
202100177,아토에젯정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,AE14,-,5.0,Warnings & precautions,vMost-DILI-concern
202100178,아토에젯정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,AE12,-,5.0,Warnings & precautions,vMost-DILI-concern
202100179,아토에젯정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,AE11,-,5.0,Warnings & precautions,vMost-DILI-concern
202100181,에제토바정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,EAD/UT,-,5.0,Warnings & precautions,vMost-DILI-concern
202100182,에제토바정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,EA/UT,-,5.0,Warnings & precautions,vMost-DILI-concern
202100183,아리토린정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,HN1,-,5.0,Warnings & precautions,vMost-DILI-concern
202100184,아리토린정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,HN2,-,5.0,Warnings & precautions,vMost-DILI-concern
202100185,아리토린정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,HN4,-,5.0,Warnings & precautions,vMost-DILI-concern
202100186,아토브젯정10/10밀리그램,M215219,아토르바스타틴칼슘삼수화물,Ezetimibe/Atorvastatin Calcium Trihydrate,C10BA05,"[""에제티미브""]",흰색의장방형필름코팅정,타원형,하양,EA110,-,3.0,Warnings & precautions,vLess-DILI-concern
202100187,아토브젯정10/20밀리그램,M215219,아토르바스타틴칼슘삼수화물,Ezetimibe/Atorvastatin Calcium Trihydrate,C10BA05,"[""에제티미브""]",흰색의장방형필름코팅정,타원형,하양,EA120,-,3.0,Warnings & precautions,vLess-DILI-concern
202100188,아토브젯정10/40밀리그램,M215219,아토르바스타틴칼슘삼수화물,Ezetimibe/Atorvastatin Calcium Trihydrate,C10BA05,"[""에제티미브""]",흰색의장방형필름코팅정,타원형,하양,EA140,-,3.0,Warnings & precautions,vLess-DILI-concern
202100189,바스타젯정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색타원형의필름코팅정,타원형,하양,RYEA11,-,5.0,Warnings & precautions,vMost-DILI-concern
202100190,바스타젯정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색타원형의필름코팅정,타원형,하양,RYEA12,-,5.0,Warnings & precautions,vMost-DILI-concern
202100191,바스타젯정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색타원형의필름코팅정,타원형,하양,RYEA14,-,5.0,Warnings & precautions,vMost-DILI-concern
202100192,유토젯정10/40mg,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,YY4,-,5.0,Warnings & precautions,vMost-DILI-concern
202100193,유토젯정10/10mg,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,YY1,-,5.0,Warnings & precautions,vMost-DILI-concern
202100194,유토젯정10/20mg,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,YY2,-,5.0,Warnings & precautions,vMost-DILI-concern
202100195,와이젯정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,YZT11,-,5.0,Warnings & precautions,vMost-DILI-concern
202100196,와이젯정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,YZT12,-,5.0,Warnings & precautions,vMost-DILI-concern
202100198,리바젯정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,LZ10/10,-,5.0,Warnings & precautions,vMost-DILI-concern
202100199,리바젯정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,LZ10/20,-,5.0,Warnings & precautions,vMost-DILI-concern
202100201,아제티브정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,ATB10,-,5.0,Warnings & precautions,vMost-DILI-concern
202100202,아제티브정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,ATB20,-,5.0,Warnings & precautions,vMost-DILI-concern
202100203,아제티브정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,ATB40,-,5.0,Warnings & precautions,vMost-DILI-concern
202100205,아르바젯정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,ARZ20,-,5.0,Warnings & precautions,vMost-DILI-concern
202100206,아르바젯정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,ARZ10,-,5.0,Warnings & precautions,vMost-DILI-concern
202100207,리포젯정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,AGA4Z,-,5.0,Warnings & precautions,vMost-DILI-concern
202100208,리포젯정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,AGA2Z,-,5.0,Warnings & precautions,vMost-DILI-concern
202100209,리포젯정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,AGA1Z,-,5.0,Warnings & precautions,vMost-DILI-concern
202100211,셀토젯정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,CZ20,-,5.0,Warnings & precautions,vMost-DILI-concern
202100212,셀토젯정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,CZ10,-,5.0,Warnings & precautions,vMost-DILI-concern
202100215,아토로우플러스정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,SC11,-,5.0,Warnings & precautions,vMost-DILI-concern
202100216,아토로우플러스정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,SC12,-,5.0,Warnings & precautions,vMost-DILI-concern
202100221,엘오공정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,L5011,-,5.0,Warnings & precautions,vMost-DILI-concern
202100222,엘오공정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,L5012,-,5.0,Warnings & precautions,vMost-DILI-concern
202100223,엘오공정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,L5014,-,5.0,Warnings & precautions,vMost-DILI-concern
202100224,아토반듀오정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium Hydrate/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘수화물""]",흰색의타원형필름코팅정,타원형,하양,ATE10,-,3.0,Warnings & precautions,vLess-DILI-concern
202100225,아토반듀오정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium Hydrate/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘수화물""]",흰색의타원형필름코팅정,타원형,하양,ATE40,-,3.0,Warnings & precautions,vLess-DILI-concern
202100226,아토반듀오정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium Hydrate/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘수화물""]",흰색의타원형필름코팅정,타원형,하양,ATE20,-,3.0,Warnings & precautions,vLess-DILI-concern
202100227,아토이브정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,HIP1,-,5.0,Warnings & precautions,vMost-DILI-concern
202100228,아토이브정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,HIP4,-,5.0,Warnings & precautions,vMost-DILI-concern
202100229,아토이브정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,HIP2,-,5.0,Warnings & precautions,vMost-DILI-concern
202100230,아페젯정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,KJ14,-,5.0,Warnings & precautions,vMost-DILI-concern
202100231,아페젯정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,KJ12,-,5.0,Warnings & precautions,vMost-DILI-concern
202100232,아페젯정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,KJ11,-,5.0,Warnings & precautions,vMost-DILI-concern
202100233,아토에지정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,ATOEZE10,-,5.0,Warnings & precautions,vMost-DILI-concern
202100234,아토에지정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,ATOEZE20,-,5.0,Warnings & precautions,vMost-DILI-concern
202100237,토스젯정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,SK20,-,5.0,Warnings & precautions,vMost-DILI-concern
202100238,토스젯정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,SK10,-,5.0,Warnings & precautions,vMost-DILI-concern
202100239,토스젯정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,SK40,-,5.0,Warnings & precautions,vMost-DILI-concern
202100240,제피토정10/10밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,ZPT10,-,5.0,Warnings & precautions,vMost-DILI-concern
202100241,제피토정10/40밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,ZPT40,-,5.0,Warnings & precautions,vMost-DILI-concern
202100242,제피토정10/20밀리그램,M097492,에제티미브,Atorvastatin Calcium/Ezetimibe,C10BA05,"[""아토르바스타틴칼슘""]",흰색의타원형필름코팅정,타원형,하양,ZPT20,-,5.0,Warnings & precautions,vMost-DILI-concern
202100246,피타론정4밀리그램(피타바스타틴칼슘),M102119,피타바스타틴칼슘,Pitavastatin Calcium,C10AA08,[],분할선이있는담황색의원형필름코팅정,원형,노랑,PTT,분할선,3.0,Warnings & precautions,Ambiguous-DILI-concern
202100309,미유린정0.1밀리그램(데스모프레신아세트산염),M270447,데스모프레신아세트산염,Desmopressin Acetate,H01BA02,[],흰색의타원형정제,타원형,하양,RY1,분할선,3.0,Adverse reactions,Ambiguous-DILI-concern
202100310,미유린정0.2밀리그램(데스모프레신아세트산염),M270447,데스모프레신아세트산염,Desmopressin Acetate,H01BA02,[],흰색의원형정제,원형,하양,RY2,분할선2,3.0,Adverse reactions,Ambiguous-DILI-concern
202100311,비디디셀정25밀리그램(비페닐디메틸디카르복실레이트),M256672,비페닐디메틸디카르복실레이트,Biphenyl Dimethyl Dicarboxylate,A05BA,[],흰색의원형정제이다,원형,하양,25SEL,-,,No Match,vNo-Data
